State,Year,Quarter,District,RegisteredUsers,AppOpens
Jammu & Kashmir,2018,1,Mirpur District,544,0
Jammu & Kashmir,2018,1,Srinagar District,18233,0
Jammu & Kashmir,2018,1,Baramulla District,16299,0
Jammu & Kashmir,2018,1,Jammu District,45294,0
Jammu & Kashmir,2018,1,Ganderbal District,4117,0
Jammu & Kashmir,2018,1,Udhampur District,8457,0
Jammu & Kashmir,2018,1,Bandipore District,4609,0
Jammu & Kashmir,2018,1,Reasi District,3583,0
Jammu & Kashmir,2018,1,Shopian District,2537,0
Jammu & Kashmir,2018,1,Poonch District,2539,0
Jammu & Kashmir,2018,1,Kathua District,8039,0
Jammu & Kashmir,2018,1,Kishtwar District,1298,0
Jammu & Kashmir,2018,1,Pulwama District,8441,0
Jammu & Kashmir,2018,1,Ramban District,1876,0
Jammu & Kashmir,2018,1,Rajouri District,5232,0
Jammu & Kashmir,2018,1,Kulgam District,5700,0
Jammu & Kashmir,2018,1,Budgam District,11594,0
Jammu & Kashmir,2018,1,Anantnag District,11556,0
Jammu & Kashmir,2018,1,Kupwara District,7254,0
Maharashtra,2022,1,Jalgaon District,1156268,72850684
Maharashtra,2022,1,Latur District,764670,56012514
Maharashtra,2022,1,Thane District,5196050,36680314
Maharashtra,2022,1,Bhandara District,317709,17152369
Maharashtra,2022,1,Nandurbar District,266795,27838113
Maharashtra,2022,1,Chandrapur District,570979,46226115
Maharashtra,2022,1,Kolhapur District,1357916,44102892
Maharashtra,2022,1,Solapur District,1565902,178663433
Maharashtra,2022,1,Mumbai District,1873643,6937597
Maharashtra,2022,1,Sindhudurg District,208291,14208273
Maharashtra,2022,1,Dhule District,517310,42627770
Maharashtra,2022,1,Wardha District,368011,28821210
Maharashtra,2022,1,Parbhani District,450092,48613776
Maharashtra,2022,1,Mumbai Suburban District,5017556,20523596
Maharashtra,2022,1,Hingoli District,247201,28802775
Maharashtra,2022,1,Ratnagiri District,366636,22168726
Maharashtra,2022,1,Nanded District,818876,75402365
Maharashtra,2022,1,Osmanabad District,479545,78950852
Maharashtra,2022,1,Nagpur District,2286011,62584115
Maharashtra,2022,1,Buldhana District,698097,72532489
Maharashtra,2022,1,Nashik District,2661739,123708845
Maharashtra,2022,1,Akola District,473498,34414449
Maharashtra,2022,1,Yavatmal District,548600,60532112
Maharashtra,2022,1,Aurangabad District,1894797,102754741
Maharashtra,2022,1,Amravati District,868057,58399645
Maharashtra,2022,1,Washim District,266019,33931899
Maharashtra,2022,1,Sangli District,921182,74801129
Maharashtra,2022,1,Gadchiroli District,186967,21889562
Maharashtra,2022,1,Raigad District,1544883,32504167
Maharashtra,2022,1,Palghar District,1601518,33545649
Maharashtra,2022,1,Jalna District,547672,64639245
Maharashtra,2022,1,Gondia District,296361,20628768
Maharashtra,2022,1,Ahmednagar District,1749682,162352399
Maharashtra,2022,1,Pune District,8331582,196168807
Maharashtra,2022,1,Beed District,717334,87680370
Maharashtra,2022,1,Satara District,1090181,68117749
Maharashtra,2024,1,Jalgaon District,1655767,100366632
Maharashtra,2024,1,Latur District,1085739,55138846
Maharashtra,2024,1,Thane District,7314981,47064674
Maharashtra,2024,1,Bhandara District,455693,21315665
Maharashtra,2024,1,Nandurbar District,381655,122900445
Maharashtra,2024,1,Chandrapur District,816312,78851650
Maharashtra,2024,1,Kolhapur District,1904855,47701532
Maharashtra,2024,1,Solapur District,2209975,144348109
Maharashtra,2024,1,Mumbai District,2634732,7389946
Maharashtra,2024,1,Sindhudurg District,292412,41589733
Maharashtra,2024,1,Dhule District,741512,80491589
Maharashtra,2024,1,Wardha District,521047,44230104
Maharashtra,2024,1,Parbhani District,644981,49341896
Maharashtra,2024,1,Mumbai Suburban District,7055629,20176718
Maharashtra,2024,1,Hingoli District,357576,38095466
Maharashtra,2024,1,Ratnagiri District,514722,85113251
Maharashtra,2024,1,Nanded District,1174088,124493246
Maharashtra,2024,1,Osmanabad District,682522,86972999
Maharashtra,2024,1,Nagpur District,3225345,74032670
Maharashtra,2024,1,Buldhana District,1007060,82411375
Maharashtra,2024,1,Nashik District,3747440,319243191
Maharashtra,2024,1,Akola District,677646,56758744
Maharashtra,2024,1,Yavatmal District,787805,133780461
Maharashtra,2024,1,Aurangabad District,2679421,112799518
Maharashtra,2024,1,Amravati District,1239220,111929956
Maharashtra,2024,1,Washim District,383642,54014422
Maharashtra,2024,1,Sangli District,1297851,93327397
Maharashtra,2024,1,Gadchiroli District,269078,100315402
Maharashtra,2024,1,Raigad District,2171470,79449007
Maharashtra,2024,1,Palghar District,2286819,116363439
Maharashtra,2024,1,Jalna District,789850,64136915
Maharashtra,2024,1,Gondia District,422621,41565184
Maharashtra,2024,1,Ahmednagar District,2477859,177100847
Maharashtra,2024,1,Pune District,11546171,261232255
Maharashtra,2024,1,Beed District,1026063,79678973
Maharashtra,2024,1,Satara District,1537317,73242486
Maharashtra,2023,1,Jalgaon District,1410012,107009647
Maharashtra,2023,1,Latur District,927949,76927056
Maharashtra,2023,1,Thane District,6314618,37717587
Maharashtra,2023,1,Bhandara District,386568,23757706
Maharashtra,2023,1,Nandurbar District,324445,45901937
Maharashtra,2023,1,Chandrapur District,693485,70031826
Maharashtra,2023,1,Kolhapur District,1639701,69294490
Maharashtra,2023,1,Solapur District,1892509,279137206
Maharashtra,2023,1,Mumbai District,2276888,5500107
Maharashtra,2023,1,Sindhudurg District,249054,20400172
Maharashtra,2023,1,Dhule District,631067,65562712
Maharashtra,2023,1,Wardha District,444462,49746421
Maharashtra,2023,1,Parbhani District,547272,72980274
Maharashtra,2023,1,Mumbai Suburban District,6095695,16558562
Maharashtra,2023,1,Hingoli District,301638,45157514
Maharashtra,2023,1,Ratnagiri District,440075,39482971
Maharashtra,2023,1,Nanded District,996734,106121861
Maharashtra,2023,1,Osmanabad District,580445,99762242
Maharashtra,2023,1,Nagpur District,2775157,81061975
Maharashtra,2023,1,Buldhana District,852571,103688626
Maharashtra,2023,1,Nashik District,3223873,184271268
Maharashtra,2023,1,Akola District,577226,53639246
Maharashtra,2023,1,Yavatmal District,666609,107124986
Maharashtra,2023,1,Aurangabad District,2300283,134847142
Maharashtra,2023,1,Amravati District,1056858,86244605
Maharashtra,2023,1,Washim District,324314,54317789
Maharashtra,2023,1,Sangli District,1112360,117179900
Maharashtra,2023,1,Gadchiroli District,226894,42377069
Maharashtra,2023,1,Raigad District,1871153,46986782
Maharashtra,2023,1,Palghar District,1957628,53816474
Maharashtra,2023,1,Jalna District,668316,93933311
Maharashtra,2023,1,Gondia District,359604,31018390
Maharashtra,2023,1,Ahmednagar District,2119506,223886663
Maharashtra,2023,1,Pune District,10037022,258541142
Maharashtra,2023,1,Beed District,870961,133891530
Maharashtra,2023,1,Satara District,1317832,106275736
Maharashtra,2019,1,Jalgaon District,383547,0
Maharashtra,2019,1,Latur District,250662,0
Maharashtra,2019,1,Thane District,1834051,0
Maharashtra,2019,1,Bhandara District,103514,0
Maharashtra,2019,1,Nandurbar District,77352,0
Maharashtra,2019,1,Chandrapur District,178696,0
Maharashtra,2019,1,Kolhapur District,454858,0
Maharashtra,2019,1,Solapur District,505662,0
Maharashtra,2019,1,Mumbai District,670094,0
Maharashtra,2019,1,Sindhudurg District,58911,0
Maharashtra,2019,1,Dhule District,166252,0
Maharashtra,2019,1,Wardha District,120193,0
Maharashtra,2019,1,Parbhani District,138597,0
Maharashtra,2019,1,Mumbai Suburban District,1901210,0
Maharashtra,2019,1,Hingoli District,72615,0
Maharashtra,2019,1,Ratnagiri District,103057,0
Maharashtra,2019,1,Nanded District,252342,0
Maharashtra,2019,1,Osmanabad District,145109,0
Maharashtra,2019,1,Nagpur District,765612,0
Maharashtra,2019,1,Buldhana District,218739,0
Maharashtra,2019,1,Nashik District,853648,0
Maharashtra,2019,1,Akola District,144784,0
Maharashtra,2019,1,Yavatmal District,155775,0
Maharashtra,2019,1,Aurangabad District,644687,0
Maharashtra,2019,1,Amravati District,260174,0
Maharashtra,2019,1,Washim District,78091,0
Maharashtra,2019,1,Sangli District,291314,0
Maharashtra,2019,1,Gadchiroli District,57518,0
Maharashtra,2019,1,Raigad District,509108,0
Maharashtra,2019,1,Palghar District,521918,0
Maharashtra,2019,1,Jalna District,156361,0
Maharashtra,2019,1,Gondia District,98644,0
Maharashtra,2019,1,Ahmednagar District,532651,0
Maharashtra,2019,1,Pune District,3038402,0
Maharashtra,2019,1,Beed District,207350,0
Maharashtra,2019,1,Satara District,332953,0
Maharashtra,2021,1,Jalgaon District,880235,24564263
Maharashtra,2021,1,Latur District,582713,19927797
Maharashtra,2021,1,Thane District,4014464,95853664
Maharashtra,2021,1,Bhandara District,241307,5724141
Maharashtra,2021,1,Nandurbar District,200690,5232672
Maharashtra,2021,1,Chandrapur District,433697,10769204
Maharashtra,2021,1,Kolhapur District,1048158,24082808
Maharashtra,2021,1,Solapur District,1199130,43629720
Maharashtra,2021,1,Mumbai District,1450548,29473502
Maharashtra,2021,1,Sindhudurg District,158487,2681466
Maharashtra,2021,1,Dhule District,391549,11609420
Maharashtra,2021,1,Wardha District,281356,6547455
Maharashtra,2021,1,Parbhani District,341747,10585846
Maharashtra,2021,1,Mumbai Suburban District,3886500,82964739
Maharashtra,2021,1,Hingoli District,184818,5031701
Maharashtra,2021,1,Ratnagiri District,279598,4518936
Maharashtra,2021,1,Nanded District,620908,19605168
Maharashtra,2021,1,Osmanabad District,363717,13404694
Maharashtra,2021,1,Nagpur District,1761562,50475590
Maharashtra,2021,1,Buldhana District,526980,16060285
Maharashtra,2021,1,Nashik District,2049293,73733644
Maharashtra,2021,1,Akola District,359424,8842396
Maharashtra,2021,1,Yavatmal District,411242,10054649
Maharashtra,2021,1,Aurangabad District,1456891,56978295
Maharashtra,2021,1,Amravati District,660582,18290419
Maharashtra,2021,1,Washim District,199116,5342030
Maharashtra,2021,1,Sangli District,706867,18164337
Maharashtra,2021,1,Gadchiroli District,140084,3550696
Maharashtra,2021,1,Raigad District,1189907,31848388
Maharashtra,2021,1,Palghar District,1225423,27805492
Maharashtra,2021,1,Jalna District,411010,13687818
Maharashtra,2021,1,Gondia District,224168,5277879
Maharashtra,2021,1,Ahmednagar District,1333477,46024131
Maharashtra,2021,1,Pune District,6481971,257611232
Maharashtra,2021,1,Beed District,543616,17941211
Maharashtra,2021,1,Satara District,836302,24080796
Maharashtra,2020,1,Jalgaon District,605036,12727925
Maharashtra,2020,1,Latur District,398366,9141940
Maharashtra,2020,1,Thane District,2878073,53154761
Maharashtra,2020,1,Bhandara District,165915,3071689
Maharashtra,2020,1,Nandurbar District,128739,2392415
Maharashtra,2020,1,Chandrapur District,291058,5043795
Maharashtra,2020,1,Kolhapur District,738677,12526668
Maharashtra,2020,1,Solapur District,821512,19906885
Maharashtra,2020,1,Mumbai District,1054509,17783664
Maharashtra,2020,1,Sindhudurg District,102279,1353095
Maharashtra,2020,1,Dhule District,263999,5557414
Maharashtra,2020,1,Wardha District,193238,3587576
Maharashtra,2020,1,Parbhani District,225598,4936460
Maharashtra,2020,1,Mumbai Suburban District,2843378,50630793
Maharashtra,2020,1,Hingoli District,119554,2440502
Maharashtra,2020,1,Ratnagiri District,181890,2408762
Maharashtra,2020,1,Nanded District,412138,9230338
Maharashtra,2020,1,Osmanabad District,245431,6174822
Maharashtra,2020,1,Nagpur District,1251510,30161903
Maharashtra,2020,1,Buldhana District,353711,8032264
Maharashtra,2020,1,Nashik District,1448324,41136042
Maharashtra,2020,1,Akola District,239492,4334880
Maharashtra,2020,1,Yavatmal District,264447,4789053
Maharashtra,2020,1,Aurangabad District,1046306,32972844
Maharashtra,2020,1,Amravati District,452583,11261486
Maharashtra,2020,1,Washim District,129675,2509326
Maharashtra,2020,1,Sangli District,482269,8449960
Maharashtra,2020,1,Gadchiroli District,93237,1755477
Maharashtra,2020,1,Raigad District,830643,15575119
Maharashtra,2020,1,Palghar District,848560,15443541
Maharashtra,2020,1,Jalna District,273333,6634039
Maharashtra,2020,1,Gondia District,154128,2821505
Maharashtra,2020,1,Ahmednagar District,905962,21793085
Maharashtra,2020,1,Pune District,4802397,166264817
Maharashtra,2020,1,Beed District,352440,7689104
Maharashtra,2020,1,Satara District,569983,11452619
Maharashtra,2018,1,Jalgaon District,156359,0
Maharashtra,2018,1,Latur District,101698,0
Maharashtra,2018,1,Thane District,631864,0
Maharashtra,2018,1,Bhandara District,38732,0
Maharashtra,2018,1,Nandurbar District,27766,0
Maharashtra,2018,1,Chandrapur District,67034,0
Maharashtra,2018,1,Kolhapur District,172528,0
Maharashtra,2018,1,Solapur District,190033,0
Maharashtra,2018,1,Mumbai District,233538,0
Maharashtra,2018,1,Sindhudurg District,19427,0
Maharashtra,2018,1,Dhule District,63040,0
Maharashtra,2018,1,Wardha District,46502,0
Maharashtra,2018,1,Parbhani District,57487,0
Maharashtra,2018,1,Mumbai Suburban District,719300,0
Maharashtra,2018,1,Hingoli District,27545,0
Maharashtra,2018,1,Ratnagiri District,32596,0
Maharashtra,2018,1,Nanded District,99716,0
Maharashtra,2018,1,Osmanabad District,51994,0
Maharashtra,2018,1,Nagpur District,280007,0
Maharashtra,2018,1,Buldhana District,84962,0
Maharashtra,2018,1,Nashik District,321402,0
Maharashtra,2018,1,Akola District,56295,0
Maharashtra,2018,1,Yavatmal District,57137,0
Maharashtra,2018,1,Aurangabad District,266324,0
Maharashtra,2018,1,Amravati District,100458,0
Maharashtra,2018,1,Washim District,29299,0
Maharashtra,2018,1,Sangli District,108867,0
Maharashtra,2018,1,Gadchiroli District,20462,0
Maharashtra,2018,1,Raigad District,173015,0
Maharashtra,2018,1,Palghar District,172502,0
Maharashtra,2018,1,Jalna District,60373,0
Maharashtra,2018,1,Gondia District,37761,0
Maharashtra,2018,1,Ahmednagar District,197473,0
Maharashtra,2018,1,Pune District,1211643,0
Maharashtra,2018,1,Beed District,75552,0
Maharashtra,2018,1,Satara District,116303,0
Odisha,2022,1,Rayagada District,199745,27904765
Odisha,2022,1,Koraput District,224651,39781670
Odisha,2022,1,Malkangiri District,80251,18234967
Odisha,2022,1,Sambalpur District,337359,22839033
Odisha,2022,1,Kalahandi District,282939,30504810
Odisha,2022,1,Anugul District,416483,17717957
Odisha,2022,1,Ganjam District,946066,35224808
Odisha,2022,1,Jajapur District,636291,13870670
Odisha,2022,1,Bargarh District,288188,21570405
Odisha,2022,1,Dhenkanal District,334288,18904610
Odisha,2022,1,Bhadrak District,481063,11229503
Odisha,2022,1,Nuapada District,96377,14268956
Odisha,2022,1,Kendujhar District,469295,38823385
Odisha,2022,1,Mayurbhanj District,426398,37004061
Odisha,2022,1,Jharsuguda District,234082,10212241
Odisha,2022,1,Kandhamal District,110888,16470623
Odisha,2022,1,Deogarh District,50320,8099241
Odisha,2022,1,Sundargarh District,592346,40157197
Odisha,2022,1,Jagatsinghapur District,392154,6174742
Odisha,2022,1,Balangir District,317138,28639512
Odisha,2022,1,Baleshwar District,728990,15519468
Odisha,2022,1,Puri District,564442,14364283
Odisha,2022,1,Sonepur District,125997,10956996
Odisha,2022,1,Khordha District,1827307,23177026
Odisha,2022,1,Boudh District,77892,8481506
Odisha,2022,1,Gajapati District,99565,16191101
Odisha,2022,1,Nayagarh District,260324,11960161
Odisha,2022,1,Nabarangpur District,117939,27644841
Odisha,2022,1,Kendrapara District,384475,10109615
Odisha,2022,1,Cuttack District,1021526,17817312
Odisha,2024,1,Rayagada District,289418,84231218
Odisha,2024,1,Koraput District,321793,155614838
Odisha,2024,1,Malkangiri District,116714,35002261
Odisha,2024,1,Sambalpur District,482779,37822086
Odisha,2024,1,Kalahandi District,411197,75443994
Odisha,2024,1,Anugul District,600818,27707524
Odisha,2024,1,Ganjam District,1360516,49825742
Odisha,2024,1,Jajapur District,915677,7439403
Odisha,2024,1,Bargarh District,414483,30828088
Odisha,2024,1,Dhenkanal District,483284,25394579
Odisha,2024,1,Bhadrak District,690358,10475412
Odisha,2024,1,Nuapada District,139178,37343290
Odisha,2024,1,Kendujhar District,678417,66960668
Odisha,2024,1,Mayurbhanj District,617734,71282218
Odisha,2024,1,Jharsuguda District,336999,12247256
Odisha,2024,1,Kandhamal District,160365,57762836
Odisha,2024,1,Deogarh District,72961,17370714
Odisha,2024,1,Sundargarh District,847722,93123945
Odisha,2024,1,Jagatsinghapur District,562773,6821440
Odisha,2024,1,Balangir District,457944,91531478
Odisha,2024,1,Baleshwar District,1047618,21191336
Odisha,2024,1,Puri District,807052,9926271
Odisha,2024,1,Sonepur District,182955,12909994
Odisha,2024,1,Khordha District,2577853,20194548
Odisha,2024,1,Boudh District,112899,18568686
Odisha,2024,1,Gajapati District,144440,32062714
Odisha,2024,1,Nayagarh District,375269,19411288
Odisha,2024,1,Nabarangpur District,171513,103063932
Odisha,2024,1,Kendrapara District,553069,6162737
Odisha,2024,1,Cuttack District,1459368,9630613
Odisha,2023,1,Rayagada District,244361,41877308
Odisha,2023,1,Koraput District,272545,76368959
Odisha,2023,1,Malkangiri District,97476,33570173
Odisha,2023,1,Sambalpur District,410880,34949887
Odisha,2023,1,Kalahandi District,346059,52355760
Odisha,2023,1,Anugul District,509422,26034792
Odisha,2023,1,Ganjam District,1156695,48949213
Odisha,2023,1,Jajapur District,779435,14136512
Odisha,2023,1,Bargarh District,349731,32727699
Odisha,2023,1,Dhenkanal District,408554,32611252
Odisha,2023,1,Bhadrak District,587089,10221519
Odisha,2023,1,Nuapada District,116868,27717325
Odisha,2023,1,Kendujhar District,573097,56965598
Odisha,2023,1,Mayurbhanj District,519691,62295715
Odisha,2023,1,Jharsuguda District,286528,14203446
Odisha,2023,1,Kandhamal District,135276,26810679
Odisha,2023,1,Deogarh District,60935,13180411
Odisha,2023,1,Sundargarh District,721849,65121077
Odisha,2023,1,Jagatsinghapur District,478526,7618009
Odisha,2023,1,Balangir District,386539,45307557
Odisha,2023,1,Baleshwar District,890218,17216027
Odisha,2023,1,Puri District,687988,16373208
Odisha,2023,1,Sonepur District,153663,17078413
Odisha,2023,1,Khordha District,2220922,21174048
Odisha,2023,1,Boudh District,94733,14508664
Odisha,2023,1,Gajapati District,121770,25202832
Odisha,2023,1,Nayagarh District,317861,14302029
Odisha,2023,1,Nabarangpur District,142795,54308662
Odisha,2023,1,Kendrapara District,469483,10361321
Odisha,2023,1,Cuttack District,1246094,15939538
Odisha,2019,1,Rayagada District,62764,0
Odisha,2019,1,Koraput District,70168,0
Odisha,2019,1,Malkangiri District,18853,0
Odisha,2019,1,Sambalpur District,120726,0
Odisha,2019,1,Kalahandi District,88614,0
Odisha,2019,1,Anugul District,150627,0
Odisha,2019,1,Ganjam District,332190,0
Odisha,2019,1,Jajapur District,236643,0
Odisha,2019,1,Bargarh District,95811,0
Odisha,2019,1,Dhenkanal District,123780,0
Odisha,2019,1,Bhadrak District,166600,0
Odisha,2019,1,Nuapada District,26448,0
Odisha,2019,1,Kendujhar District,167750,0
Odisha,2019,1,Mayurbhanj District,141789,0
Odisha,2019,1,Jharsuguda District,86772,0
Odisha,2019,1,Kandhamal District,32425,0
Odisha,2019,1,Deogarh District,15760,0
Odisha,2019,1,Sundargarh District,198716,0
Odisha,2019,1,Jagatsinghapur District,138170,0
Odisha,2019,1,Balangir District,103334,0
Odisha,2019,1,Baleshwar District,271095,0
Odisha,2019,1,Puri District,195690,0
Odisha,2019,1,Sonepur District,46710,0
Odisha,2019,1,Khordha District,745457,0
Odisha,2019,1,Boudh District,27059,0
Odisha,2019,1,Gajapati District,29177,0
Odisha,2019,1,Nayagarh District,95412,0
Odisha,2019,1,Nabarangpur District,31360,0
Odisha,2019,1,Kendrapara District,128331,0
Odisha,2019,1,Cuttack District,372513,0
Odisha,2021,1,Rayagada District,150744,5877848
Odisha,2021,1,Koraput District,169607,5295303
Odisha,2021,1,Malkangiri District,59019,1655456
Odisha,2021,1,Sambalpur District,256784,8185242
Odisha,2021,1,Kalahandi District,211780,6105047
Odisha,2021,1,Anugul District,315065,9789441
Odisha,2021,1,Ganjam District,721311,22659997
Odisha,2021,1,Jajapur District,484003,16338718
Odisha,2021,1,Bargarh District,217540,5256946
Odisha,2021,1,Dhenkanal District,253469,8034030
Odisha,2021,1,Bhadrak District,366825,10503983
Odisha,2021,1,Nuapada District,71558,1824578
Odisha,2021,1,Kendujhar District,352967,10953093
Odisha,2021,1,Mayurbhanj District,318465,7758426
Odisha,2021,1,Jharsuguda District,178481,5914718
Odisha,2021,1,Kandhamal District,83432,2180242
Odisha,2021,1,Deogarh District,37397,1031539
Odisha,2021,1,Sundargarh District,450776,12987159
Odisha,2021,1,Jagatsinghapur District,300122,9094056
Odisha,2021,1,Balangir District,238380,6473331
Odisha,2021,1,Baleshwar District,557273,14507340
Odisha,2021,1,Puri District,431553,13992697
Odisha,2021,1,Sonepur District,94551,2395249
Odisha,2021,1,Khordha District,1415897,63590946
Odisha,2021,1,Boudh District,58177,1553860
Odisha,2021,1,Gajapati District,74629,2771507
Odisha,2021,1,Nayagarh District,198238,5903431
Odisha,2021,1,Nabarangpur District,86833,2514529
Odisha,2021,1,Kendrapara District,293287,8928474
Odisha,2021,1,Cuttack District,784846,27238288
Odisha,2020,1,Rayagada District,103064,3025726
Odisha,2020,1,Koraput District,113919,2622470
Odisha,2020,1,Malkangiri District,36017,810134
Odisha,2020,1,Sambalpur District,183534,4724765
Odisha,2020,1,Kalahandi District,142961,3197740
Odisha,2020,1,Anugul District,228339,5485228
Odisha,2020,1,Ganjam District,512643,12390552
Odisha,2020,1,Jajapur District,359087,9687172
Odisha,2020,1,Bargarh District,150139,2865892
Odisha,2020,1,Dhenkanal District,184164,4758117
Odisha,2020,1,Bhadrak District,265259,6416683
Odisha,2020,1,Nuapada District,46063,928386
Odisha,2020,1,Kendujhar District,253988,6031627
Odisha,2020,1,Mayurbhanj District,223893,4509442
Odisha,2020,1,Jharsuguda District,127804,3176128
Odisha,2020,1,Kandhamal District,53868,1143401
Odisha,2020,1,Deogarh District,25015,588130
Odisha,2020,1,Sundargarh District,313040,7099354
Odisha,2020,1,Jagatsinghapur District,216687,5184722
Odisha,2020,1,Balangir District,164257,3439280
Odisha,2020,1,Baleshwar District,410789,9737201
Odisha,2020,1,Puri District,311477,7876252
Odisha,2020,1,Sonepur District,68480,1509358
Odisha,2020,1,Khordha District,1083466,40264249
Odisha,2020,1,Boudh District,41238,931633
Odisha,2020,1,Gajapati District,49762,1430994
Odisha,2020,1,Nayagarh District,145821,3586937
Odisha,2020,1,Nabarangpur District,54715,1277587
Odisha,2020,1,Kendrapara District,205010,5058749
Odisha,2020,1,Cuttack District,578471,16160713
Odisha,2018,1,Rayagada District,21756,0
Odisha,2018,1,Koraput District,25395,0
Odisha,2018,1,Malkangiri District,5396,0
Odisha,2018,1,Sambalpur District,47017,0
Odisha,2018,1,Kalahandi District,30605,0
Odisha,2018,1,Anugul District,56617,0
Odisha,2018,1,Ganjam District,126158,0
Odisha,2018,1,Jajapur District,81133,0
Odisha,2018,1,Bargarh District,32489,0
Odisha,2018,1,Dhenkanal District,46024,0
Odisha,2018,1,Bhadrak District,58050,0
Odisha,2018,1,Nuapada District,8252,0
Odisha,2018,1,Kendujhar District,58968,0
Odisha,2018,1,Mayurbhanj District,50472,0
Odisha,2018,1,Jharsuguda District,32514,0
Odisha,2018,1,Kandhamal District,10809,0
Odisha,2018,1,Deogarh District,5322,0
Odisha,2018,1,Sundargarh District,75201,0
Odisha,2018,1,Jagatsinghapur District,49264,0
Odisha,2018,1,Balangir District,35271,0
Odisha,2018,1,Baleshwar District,100919,0
Odisha,2018,1,Puri District,69923,0
Odisha,2018,1,Sonepur District,15900,0
Odisha,2018,1,Khordha District,308390,0
Odisha,2018,1,Boudh District,9077,0
Odisha,2018,1,Gajapati District,9743,0
Odisha,2018,1,Nayagarh District,33533,0
Odisha,2018,1,Nabarangpur District,9466,0
Odisha,2018,1,Kendrapara District,44379,0
Odisha,2018,1,Cuttack District,135972,0
Madhya Pradesh,2022,1,Morena District,388876,21768637
Madhya Pradesh,2022,1,Alirajpur District,61920,11727737
Madhya Pradesh,2022,1,Sehore District,430004,49205647
Madhya Pradesh,2022,1,Rajgarh District,367926,62421064
Madhya Pradesh,2022,1,Khargone District,376319,48347724
Madhya Pradesh,2022,1,Satna District,488378,33592833
Madhya Pradesh,2022,1,Narsinghpur District,282944,25561900
Madhya Pradesh,2022,1,Jabalpur District,844191,24394123
Madhya Pradesh,2022,1,Hoshangabad District,366938,29354309
Madhya Pradesh,2022,1,Vidisha District,367348,46490241
Madhya Pradesh,2022,1,Balaghat District,370280,39414533
Madhya Pradesh,2022,1,Singrauli District,295276,40994249
Madhya Pradesh,2022,1,Betul District,377802,49890477
Madhya Pradesh,2022,1,Sidhi District,185333,24215691
Madhya Pradesh,2022,1,Datia District,142528,13244758
Madhya Pradesh,2022,1,Dewas District,474588,48508371
Madhya Pradesh,2022,1,Sheopur District,100534,15536400
Madhya Pradesh,2022,1,Neemuch District,239780,21877459
Madhya Pradesh,2022,1,Raisen District,362669,49467462
Madhya Pradesh,2022,1,Mandsaur District,377419,36819711
Madhya Pradesh,2022,1,Barwani District,183591,32086865
Madhya Pradesh,2022,1,Katni District,260231,20065734
Madhya Pradesh,2022,1,Dindori District,89318,22224905
Madhya Pradesh,2022,1,Shivpuri District,299591,47644691
Madhya Pradesh,2022,1,Gwalior District,919789,21816530
Madhya Pradesh,2022,1,Anuppur District,150308,19714961
Madhya Pradesh,2022,1,Agar Malwa District,125155,22711095
Madhya Pradesh,2022,1,Ashoknagar District,148280,26154858
Madhya Pradesh,2022,1,Sagar District,573791,48260052
Madhya Pradesh,2022,1,Niwari District,64887,6027694
Madhya Pradesh,2022,1,Rewa District,533627,33192405
Madhya Pradesh,2022,1,Shajapur District,253170,28919127
Madhya Pradesh,2022,1,Ujjain District,680599,45055866
Madhya Pradesh,2022,1,Bhind District,325633,20919839
Madhya Pradesh,2022,1,Tikamgarh District,164789,19731880
Madhya Pradesh,2022,1,Seoni District,271212,49526971
Madhya Pradesh,2022,1,Harda District,132707,15830168
Madhya Pradesh,2022,1,Burhanpur District,152924,15045980
Madhya Pradesh,2022,1,Damoh District,201320,24840452
Madhya Pradesh,2022,1,Bhopal District,1729248,31263898
Madhya Pradesh,2022,1,Jhabua District,132178,21880765
Madhya Pradesh,2022,1,Dhar District,554545,57969630
Madhya Pradesh,2022,1,Guna District,343862,38333265
Madhya Pradesh,2022,1,East Nimar District,264991,37995487
Madhya Pradesh,2022,1,Chhindwara District,528140,65934049
Madhya Pradesh,2022,1,Umaria District,103376,18472993
Madhya Pradesh,2022,1,Mandla District,166586,27363618
Madhya Pradesh,2022,1,Indore District,2291709,46090777
Madhya Pradesh,2022,1,Shahdol District,220235,28376385
Madhya Pradesh,2022,1,Ratlam District,413474,36019214
Madhya Pradesh,2022,1,Panna District,134571,23797099
Madhya Pradesh,2022,1,Chhatarpur District,341257,32165896
Madhya Pradesh,2024,1,Morena District,567218,47257520
Madhya Pradesh,2024,1,Alirajpur District,90150,79111676
Madhya Pradesh,2024,1,Sehore District,622467,71659503
Madhya Pradesh,2024,1,Rajgarh District,542046,105918665
Madhya Pradesh,2024,1,Khargone District,544387,131087309
Madhya Pradesh,2024,1,Satna District,703168,86305629
Madhya Pradesh,2024,1,Narsinghpur District,406477,40381545
Madhya Pradesh,2024,1,Jabalpur District,1193636,78989790
Madhya Pradesh,2024,1,Hoshangabad District,525637,58107802
Madhya Pradesh,2024,1,Vidisha District,535477,91227834
Madhya Pradesh,2024,1,Balaghat District,535642,84644478
Madhya Pradesh,2024,1,Singrauli District,428919,135936799
Madhya Pradesh,2024,1,Betul District,543553,154004011
Madhya Pradesh,2024,1,Sidhi District,269357,56845923
Madhya Pradesh,2024,1,Datia District,206618,49538881
Madhya Pradesh,2024,1,Dewas District,683061,101128519
